,1e-05,0.0001,0.001,0.01,0.1
0,3.2529593908061707,3.1754889879110335,2.500971595597431,12.54020950656892,20.124323777776905
1,3.2444507455613145,2.8388361979752967,2.2315798151145225,20.414753340228764,20.395937474876497
2,3.2372835874815866,2.48628885449716,2.3226334594035514,20.08553743735383,20.08259071001926
3,3.2301559631850694,2.281992082644654,2.5356368249811982,19.864102598241445,19.87035462620953
4,3.2226814942727575,2.188025204855968,2.907966657795,19.70025825847202,19.711729759850318
5,3.2145862181589173,2.137810910590398,3.9295571471207826,19.572499495061436,19.587395445598023
6,3.2056329246970745,2.0840413656703607,8.658206717330534,19.469503751766354,19.486848406404324
7,3.1957152352437843,2.044179925618767,14.42754311973205,19.384514712412816,19.403714070143533
8,3.184791332892136,2.0156059848243113,17.861927745245136,19.313158342262298,19.333822108008338
9,3.1728853773420633,1.9946696068489889,18.739655456944764,19.252433938436365,19.27429117869413
10,3.1598596481829477,1.9785060864341693,18.99910675072486,19.20019155514039,19.223046247336764
11,3.145556146774884,1.9658399114627976,19.08504426096167,19.154837918818156,19.178543591919144
12,3.129983480685245,1.9564438996726952,19.104307813134362,19.115160063350007,19.139604412242313
13,3.1131652130463086,1.9493416125089633,19.09544739484264,19.080214081130013,19.10530916141307
14,3.09506847330501,1.9433435346386099,19.07497407662381,19.049251993803367,19.07492771617015
15,3.0756359267609352,1.9386518853948032,19.05045131937577,19.02167200030997,19.04787166680147
16,3.0547995790380815,1.9356934406070714,19.025378783060045,18.996983629689694,19.023660782741597
17,3.0325942845498854,1.9337660998072386,19.001315110433488,18.974782716141252,19.001898859646463
18,3.008862438317616,1.9325974190517672,18.97887859327944,18.954733034027775,18.98225595014051
19,2.983611475439989,1.9329231659346728,18.95823731077537,18.93655256212331,18.964455045177495
20,2.956999592915407,1.9341964199605002,18.93935225905257,18.92000303665973,18.948261925493746
21,2.929109780516743,1.9367938589976796,18.922097430836608,18.904881886561846,18.93347731445351
22,2.900020252021272,1.9405414455788919,18.90631799218334,18.891015924323757,18.919930730342283
23,2.8698628990735426,1.9450187160637398,18.89185738954563,18.878256351071062,18.907475612996766
24,2.838744894728126,1.9504126177888939,18.878569042805108,18.86647475927584,18.895985419357597
25,2.806753759144876,1.956383580934792,18.866320556767707,18.855559902606537,18.885350465080254
